89331077.959426, -99.1494
89331315.207346, -99.3703
89331552.455266, -99.7866
89331789.703186, -99.8049
89332026.951106, -99.7864
89332264.199026, -99.5723
89332501.446947, -99.7226
89332738.694867, -99.3771
89332975.942787, -99.3340
89333213.190707, -99.5883
89333450.438627, -99.5977
89333687.686547, -99.4781
89333924.934467, -99.5841
89334162.182387, -99.6873
89334399.430307, -99.8079
89334636.678227, -100.0736
89334873.926147, -100.0889
89335111.174067, -99.7893
89335348.421987, -99.5148
89335585.669907, -99.1421
89335822.917827, -99.0989
89336060.165747, -99.5341
89336297.413667, -99.5594
89336534.661587, -99.2163
89336771.909507, -99.0195
89337009.157427, -98.7672
89337246.405347, -98.6738
89337483.653268, -98.6684
89337720.901188, -98.5762
89337958.149108, -98.5309
89338195.397028, -98.6983
89338432.644948, -98.9459
89338669.892868, -99.1920
89338907.140788, -99.1323
89339144.388708, -99.1686
89339381.636628, -99.1181
89339618.884548, -99.1886
89339856.132468, -99.6335
89340093.380388, -99.6800
89340330.628308, -99.5273
89340567.876228, -99.3534
89340805.124148, -99.3305
89341042.372068, -99.1424
89341279.619988, -99.1040
89341516.867908, -99.1012
89341754.115828, -98.9830
89341991.363748, -98.8605
89342228.611668, -98.9171
89342465.859589, -99.2850
89342703.107509, -99.5687
89342940.355429, -99.1966
89343177.603349, -99.3123
89343414.851269, -99.5681
89343652.099189, -99.4161
89343889.347109, -99.1870
89344126.595029, -99.3611
89344363.842949, -99.5460
89344601.090869, -99.4822
89344838.338789, -99.5603
89345075.586709, -99.6654
89345312.834629, -99.3583
89345550.082549, -99.4065
89345787.330469, -99.2904
89346024.578389, -99.4239
89346261.826309, -99.4882
89346499.074229, -99.3750
89346736.322149, -99.6735
89346973.570069, -99.8498
89347210.817989, -99.7263
89347448.065910, -99.5812
89347685.313830, -99.3844
89347922.561750, -99.3766
89348159.809670, -99.5854
89348397.057590, -100.0157
89348634.305510, -99.9130
89348871.553430, -100.0446
89349108.801350, -100.3374
89349346.049270, -100.2547
89349583.297190, -99.9583
89349820.545110, -99.7740
89350057.793030, -99.4826
89350295.040950, -99.1912
89350532.288870, -99.0115
89350769.536790, -99.0746
89351006.784710, -99.2233
89351244.032630, -98.9750
89351481.280550, -99.2006
89351718.528470, -99.4478
89351955.776390, -99.6997
89352193.024310, -99.6435
89352430.272230, -99.3090
89352667.520151, -99.1815
89352904.768071, -99.2091
89353142.015991, -99.2215
89353379.263911, -99.3154
89353616.511831, -99.3000
89353853.759751, -99.4106
89354091.007671, -99.2977
89354328.255591, -99.1450
89354565.503511, -99.2649
89354802.751431, -99.2841
89355039.999351, -99.3881
89355277.247271, -99.3836
89355514.495191, -99.4987
89355751.743111, -99.3230
89355988.991031, -99.3427
89356226.238951, -99.2594
89356463.486871, -99.3493
89356700.734791, -99.3061
89356937.982711, -99.2748
89357175.230631, -99.5475
89357412.478551, -99.7424
89357649.726472, -99.6978
89357886.974392, -99.5698
89358124.222312, -99.5504
89358361.470232, -99.5782
89358598.718152, -99.6328
89358835.966072, -99.6408
89359073.213992, -99.5320
89359310.461912, -99.5446
89359547.709832, -99.7105
89359784.957752, -99.3471
89360022.205672, -99.2993
89360259.453592, -99.4136
89360496.701512, -99.5722
89360733.949432, -99.5650
89360971.197352, -99.0449
89361208.445272, -99.0055
89361445.693192, -98.9177
89361682.941112, -98.9546
89361920.189032, -99.2154
89362157.436952, -99.2862
89362394.684872, -99.8422
89362631.932793, -99.8230
89362869.180713, -99.7694
89363106.428633, -99.6044
89363343.676553, -99.6597
89363580.924473, -99.7971
89363818.172393, -99.7900
89364055.420313, -100.0257
89364292.668233, -99.9932
89364529.916153, -99.5918
89364767.164073, -99.2727
89365004.411993, -99.4005
89365241.659913, -99.5199
89365478.907833, -99.4928
89365716.155753, -99.1800
89365953.403673, -99.0740
89366190.651593, -99.1096
89366427.899513, -99.2082
89366665.147433, -99.1589
89366902.395353, -99.3520
89367139.643273, -99.7710
89367376.891193, -99.7396
89367614.139114, -99.7616
89367851.387034, -99.7603
89368088.634954, -99.6273
89368325.882874, -99.3606
89368563.130794, -99.4162
89368800.378714, -99.3525
89369037.626634, -99.1143
89369274.874554, -98.9866
89369512.122474, -99.0135
89369749.370394, -98.9585
89369986.618314, -99.0155
89370223.866234, -99.2303
89370461.114154, -99.4908
89370698.362074, -99.4757
89370935.609994, -99.4381
89371172.857914, -99.4896
89371410.105834, -99.6310
89371647.353754, -99.4305
89371884.601674, -99.4840
89372121.849594, -99.5297
89372359.097514, -99.8888
89372596.345435, -99.7538
89372833.593355, -99.6697
89373070.841275, -99.9787
89373308.089195, -100.0333
89373545.337115, -99.9207
89373782.585035, -99.6044
89374019.832955, -99.4774
89374257.080875, -99.2518
89374494.328795, -99.3260
89374731.576715, -99.3559
89374968.824635, -99.2760
89375206.072555, -99.3023
89375443.320475, -99.7188
89375680.568395, -100.1119
89375917.816315, -100.0056
89376155.064235, -99.7494
89376392.312155, -99.7909
89376629.560075, -99.7987
89376866.807995, -99.6606
89377104.055915, -99.3428
89377341.303835, -99.1592
89377578.551756, -99.0140
89377815.799676, -98.9958
89378053.047596, -99.1288
89378290.295516, -99.4014
89378527.543436, -99.4307
89378764.791356, -99.3580
89379002.039276, -99.4281
89379239.287196, -99.1167
89379476.535116, -99.0569
89379713.783036, -99.4526
89379951.030956, -99.6171
89380188.278876, -100.1964
89380425.526796, -100.5722
89380662.774716, -100.5595
89380900.022636, -99.9751
89381137.270556, -99.9622
89381374.518476, -100.1048
89381611.766396, -99.5355
89381849.014316, -99.2733
89382086.262236, -99.7370
89382323.510156, -100.0226
89382560.758077, -100.0337
89382798.005997, -99.8139
89383035.253917, -99.6161
89383272.501837, -99.2775
89383509.749757, -99.3290
89383746.997677, -99.2865
89383984.245597, -99.0735
89384221.493517, -98.8032
89384458.741437, -98.6529
89384695.989357, -98.6252
89384933.237277, -98.8535
89385170.485197, -99.3168
89385407.733117, -99.4399
89385644.981037, -99.3389
89385882.228957, -99.5041
89386119.476877, -99.7933
89386356.724797, -99.7159
89386593.972717, -99.2907
89386831.220637, -98.9765
89387068.468557, -98.8438
89387305.716477, -98.7299
89387542.964398, -98.9017
89387780.212318, -98.9243
89388017.460238, -98.9986
89388254.708158, -98.8764
89388491.956078, -98.7631
89388729.203998, -98.9276
89388966.451918, -99.3822
89389203.699838, -99.5575
89389440.947758, -99.4286
89389678.195678, -99.3190
89389915.443598, -99.2492
89390152.691518, -99.4233
89390389.939438, -99.5895
89390627.187358, -99.5595
89390864.435278, -99.7238
89391101.683198, -99.8425
89391338.931118, -99.8766
89391576.179038, -99.9081
89391813.426958, -99.4926
89392050.674878, -99.5096
89392287.922798, -99.6660
89392525.170719, -99.8749
89392762.418639, -100.1990
89392999.666559, -100.3426
89393236.914479, -100.2678
89393474.162399, -99.8128
89393711.410319, -99.5949
89393948.658239, -99.5305
89394185.906159, -99.6559
89394423.154079, -99.8150
89394660.401999, -99.5525
89394897.649919, -99.2334
89395134.897839, -99.1547
89395372.145759, -99.0723
89395609.393679, -99.2408
89395846.641599, -99.7162
89396083.889519, -99.8909
89396321.137439, -99.6518
89396558.385359, -99.5719
89396795.633279, -99.8474
89397032.881199, -99.9454
89397270.129119, -99.4033
89397507.377040, -99.2521
89397744.624960, -99.3628
89397981.872880, -99.2947
89398219.120800, -99.2674
89398456.368720, -99.1942
89398693.616640, -99.0719
89398930.864560, -99.1989
89399168.112480, -99.1412
89399405.360400, -99.4700
89399642.608320, -99.5317
89399879.856240, -99.5939
89400117.104160, -98.9905
89400354.352080, -99.2994
89400591.600000, -99.1730
89400828.847920, -99.1514
89401066.095840, -99.3071
89401303.343760, -99.1985
89401540.591680, -99.2804
89401777.839600, -99.1657
89402015.087520, -99.0533
89402252.335440, -98.9321
89402489.583361, -98.8466
89402726.831281, -99.1581
89402964.079201, -99.2036
89403201.327121, -99.2291
89403438.575041, -99.4285
89403675.822961, -99.7293
89403913.070881, -99.9011
89404150.318801, -100.1823
89404387.566721, -100.5200
89404624.814641, -100.6689
89404862.062561, -100.3291
89405099.310481, -100.0339
89405336.558401, -99.8719
89405573.806321, -99.5106
89405811.054241, -99.3965
89406048.302161, -99.2737
89406285.550081, -99.2869
89406522.798001, -99.4293
